participant-adress,4.612444,start preview kinect,virtual,na
participant-adress,476.6219,stop preview,hololens,0,1199951
participant-adress,476.6752,start preview virtual,hololens,na
participant-adress,476.6882,stop preview,hololens,0,01300049
participant-adress,476.7286,start preview virtual,hololens,na
participant-adress,476.9682,stop preview,hololens,0,2395935
participant-adress,477.9823,virtual view,na,10,4567
participant-adress,478.6628,start preview hololens,virtual,na
participant-adress,478.6761,stop preview,virtual,0,01327515
participant-adress,481.891,start preview hololens,virtual,na
participant-adress,482.2241,stop preview,virtual,0,3330994
participant-adress,483.0513,hololens view,na,5,069
participant-adress,504.7929,start preview virtual,hololens,na
participant-adress,505.2863,stop preview,hololens,0,4933777
participant-adress,505.6205,start preview virtual,hololens,na
participant-adress,505.6469,stop preview,hololens,0,02639771
participant-adress,506.3004,virtual view,na,23,24911
participant-adress,512.0903,start preview hololens,virtual,na
participant-adress,512.9039,stop preview,virtual,0,8135986
participant-adress,513.0773,start preview hololens,virtual,na
participant-adress,513.3712,stop preview,virtual,0,2939453
participant-adress,513.5862,start preview kinect,virtual,na
participant-adress,514.3169,stop preview,virtual,0,7307129
participant-adress,514.3169,hololens view,na,8,016479
participant-adress,548.904,start preview virtual,hololens,na
participant-adress,549.1705,stop preview,hololens,0,2664795
participant-adress,550.2379,virtual view,na,35,92102
participant-adress,573.9409,start preview hololens,virtual,na
participant-adress,578.2629,stop preview,virtual,4,32196
participant-adress,579.8103,start preview hololens,virtual,na
participant-adress,585.306,stop preview,virtual,5,495728
participant-adress,586.5201,start preview hololens,virtual,na
participant-adress,587.0402,stop preview,virtual,0,5201416
participant-adress,587.6937,hololens view,na,37,45581
participant-adress,589.294,start preview virtual,hololens,na
participant-adress,589.3475,stop preview,hololens,0,0534668
participant-adress,589.3609,start preview virtual,hololens,na
participant-adress,593.0153,stop preview,hololens,3,654419
participant-adress,593.0153,hololens view,na,5,321594
participant-adress,632.7908,reset virtual camera position,na,na
participant-adress,633.4846,virtual view,na,40,4693
participant-adress,684.3591,start preview kinect,virtual,na
participant-adress,684.4123,stop preview,virtual,0,05322266
participant-adress,684.4527,start preview hololens,virtual,na
participant-adress,685.9731,stop preview,virtual,1,520386
participant-adress,686.4263,start preview hololens,virtual,na
participant-adress,686.7332,stop preview,virtual,0,3069458
