participant-adress,11.10912,start using stick,virtual,na
participant-adress,17.40509,stop using stick,virtual,6,29597
participant-adress,11.13849,start using stick,virtual,na
participant-adress,15.64412,stop using stick,virtual,4,50563
participant-adress,9.18349,start using stick,virtual,na
participant-adress,16.33124,stop using stick,virtual,7,14775
participant-adress,9.28828,start using stick,virtual,na
participant-adress,17.92629,stop using stick,virtual,8,638011
participant-adress,9.45025,start using stick,virtual,na
participant-adress,19.374,stop using stick,virtual,9,923751
participant-adress,73.758,reset virtual camera position,na,na
participant-adress,9.700408,start preview kinect,virtual,na
participant-adress,10.00421,stop preview,virtual,0,3038025
participant-adress,10.4089,start preview kinect,virtual,na
participant-adress,11.2898,stop preview,virtual,0,8808994
participant-adress,12.67366,kinect view,na,12,67366
participant-adress,19.69475,start preview virtual,kinect,na
participant-adress,19.81471,stop preview,kinect,0,1199608
participant-adress,21.17437,virtual view,na,8,50071
participant-adress,28.61541,start preview kinect,virtual,na
participant-adress,29.12943,stop preview,virtual,0,5140209
participant-adress,30.39615,kinect view,na,9,221781
participant-adress,35.49165,start preview virtual,kinect,na
participant-adress,35.61968,stop preview,kinect,0,1280289
participant-adress,36.93647,virtual view,na,6,540319
participant-adress,38.52409,start using stick,virtual,na
participant-adress,44.32108,stop using stick,virtual,5,796989
participant-adress,11.79299,start using stick,virtual,na
participant-adress,19.40104,stop using stick,virtual,7,608049
participant-adress,52.94016,start using stick,virtual,na
participant-adress,59.43703,stop using stick,virtual,6,496872
participant-adress,10.40708,start using stick,virtual,na
participant-adress,17.39969,stop using stick,virtual,6,992611
participant-adress,12.43823,start using stick,virtual,na
participant-adress,51.06656,stop using stick,virtual,38,62833
participant-adress,62.3834,start using stick,virtual,na
participant-adress,66.24561,stop using stick,virtual,3,862213
participant-adress,26.37193,start using stick,virtual,na
participant-adress,34.09436,stop using stick,virtual,7,722431
participant-adress,26.84928,start using stick,virtual,na
participant-adress,32.36697,stop using stick,virtual,5,517691
participant-adress,50.7139,start preview kinect,virtual,na
participant-adress,50.89665,stop preview,virtual,0,1827469
participant-adress,52.10273,kinect view,na,15,16626
participant-adress,53.74187,start using stick,kinect,na
participant-adress,58.3069,stop using stick,kinect,4,565029
participant-adress,304.0157,start preview virtual,kinect,na
participant-adress,304.1172,stop preview,kinect,0,1015015
participant-adress,305.4734,virtual view,na,253,3707
participant-adress,13.77817,start using stick,virtual,na
participant-adress,15.55915,stop using stick,virtual,1,78098
participant-adress,17.51061,start preview kinect,virtual,na
participant-adress,19.12733,stop preview,virtual,1,61672
participant-adress,20.82985,start preview hololens,virtual,na
participant-adress,21.15443,stop preview,virtual,0,3245811
participant-adress,21.15443,start preview kinect,virtual,na
participant-adress,21.78402,stop preview,virtual,0,6295891
participant-adress,21.78402,start preview hololens,virtual,na
participant-adress,22.0962,stop preview,virtual,0,3121815
participant-adress,10.26726,start preview hololens,virtual,na
participant-adress,10.85952,stop preview,virtual,0,5922604
participant-adress,10.85952,start preview kinect,virtual,na
participant-adress,11.32578,stop preview,virtual,0,46626
participant-adress,15.9952,reset virtual camera position,na,na
participant-adress,23.57008,start preview hololens,virtual,na
participant-adress,23.64405,stop preview,virtual,0,07397079
participant-adress,25.07975,start preview kinect,virtual,na
participant-adress,27.74563,stop preview,virtual,2,66588
participant-adress,10.89825,start preview hololens,virtual,na
participant-adress,11.01004,stop preview,virtual,0,1117907
participant-adress,20.35129,start preview hololens,virtual,na
participant-adress,20.96534,stop preview,virtual,0,6140499
participant-adress,22.81803,start preview kinect,virtual,na
participant-adress,27.43114,stop preview,virtual,4,613111
participant-adress,30.54022,start preview hololens,virtual,na
participant-adress,31.09694,stop preview,virtual,0,5567188
participant-adress,31.56542,start preview kinect,virtual,na
participant-adress,31.64648,stop preview,virtual,0,08106041
participant-adress,31.96914,start preview kinect,virtual,na
participant-adress,35.56712,stop preview,virtual,3,59798
participant-adress,38.78426,start preview kinect,virtual,na
participant-adress,39.70383,stop preview,virtual,0,9195709
participant-adress,50.41114,start use spherical camera,virtual,na
participant-adress,56.06142,stop use spherical camera,virtual,5,65028
participant-adress,56.14644,stop use spherical camera,virtual,5,735298
participant-adress,56.43017,start use spherical camera,virtual,na
participant-adress,56.61717,stop use spherical camera,virtual,0,1870003
participant-adress,56.61717,stop use spherical camera,virtual,0,1870003
participant-adress,57.91467,start using stick,virtual,na
participant-adress,65.66833,stop using stick,virtual,7,753658
participant-adress,66.48921,start preview hololens,virtual,na
participant-adress,66.55865,stop preview,virtual,0,06943512
participant-adress,66.55865,start preview kinect,virtual,na
participant-adress,66.92818,stop preview,virtual,0,3695297
participant-adress,68.21561,kinect view,na,-237,2578
participant-adress,72.94236,start using stick,kinect,na
participant-adress,75.61409,stop using stick,kinect,2,67173
participant-adress,14.3604,reset virtual camera position,na,na
participant-adress,21.73721,start preview kinect,kinect,na
participant-adress,22.39492,stop preview,kinect,0,657711
participant-adress,22.39492,start preview hololens,kinect,na
participant-adress,23.04957,stop preview,kinect,0,6546497
participant-adress,26.36976,start preview hololens,kinect,na
participant-adress,27.03833,stop preview,kinect,0,6685696
participant-adress,27.10476,start preview kinect,kinect,na
participant-adress,27.39042,stop preview,kinect,0,2856617
participant-adress,14.20073,start preview kinect,kinect,na
participant-adress,15.90273,stop preview,kinect,1,702
