participant-adress,6.771441,start preview hololens,virtual,na
participant-adress,6.813389,stop preview,virtual,0,04194784
participant-adress,7.168466,start preview hololens,virtual,na
participant-adress,7.581257,stop preview,virtual,0,4127908
participant-adress,7.620235,start preview kinect,virtual,na
participant-adress,40.9924,stop preview,virtual,33,37217
participant-adress,41.25276,start preview kinect,virtual,na
participant-adress,41.33821,stop preview,virtual,0,08544922
participant-adress,41.56078,start preview hololens,virtual,na
participant-adress,41.60235,stop preview,virtual,0,04156876
participant-adress,41.8143,start preview hololens,virtual,na
participant-adress,41.85534,stop preview,virtual,0,04103851
participant-adress,41.89452,start preview kinect,virtual,na
participant-adress,41.93833,stop preview,virtual,0,0438118
participant-adress,41.98426,start preview kinect,virtual,na
participant-adress,42.24385,stop preview,virtual,0,2595901
participant-adress,63.43097,start preview kinect,virtual,na
participant-adress,63.51622,stop preview,virtual,0,08525085
participant-adress,118.2717,start using stick,virtual,na
participant-adress,138.0458,stop using stick,virtual,19,77411
participant-adress,148.0703,start preview hololens,virtual,na
participant-adress,148.1253,stop preview,virtual,0,05500793
participant-adress,196.4901,start preview hololens,virtual,na
participant-adress,205.3451,stop preview,virtual,8,854996
participant-adress,205.3965,start preview hololens,virtual,na
participant-adress,206.4272,stop preview,virtual,1,030701
participant-adress,206.4272,hololens view,na,206,4272
participant-adress,228.8147,start preview kinect,hololens,na
participant-adress,228.8672,stop preview,hololens,0,05250549
participant-adress,229.1782,start preview kinect,hololens,na
participant-adress,230.1655,stop preview,hololens,0,9872894
participant-adress,231.3,kinect view,na,24,8728
participant-adress,243.9249,start preview hololens,kinect,na
participant-adress,243.9775,stop preview,kinect,0,05259705
participant-adress,246.1327,start using stick,kinect,na
participant-adress,266.5396,stop using stick,kinect,20,40691
participant-adress,269.529,start preview virtual,kinect,na
participant-adress,269.5824,stop preview,kinect,0,05340576
participant-adress,269.6881,start preview hololens,kinect,na
participant-adress,270.2471,stop preview,kinect,0,5589905
participant-adress,270.3031,start preview hololens,kinect,na
participant-adress,270.3558,stop preview,kinect,0,05270386
participant-adress,270.5135,start preview hololens,kinect,na
participant-adress,270.62,stop preview,kinect,0,1065063
participant-adress,270.62,start preview virtual,kinect,na
participant-adress,270.8309,stop preview,kinect,0,210907
participant-adress,270.9884,start preview virtual,kinect,na
participant-adress,271.7108,stop preview,kinect,0,7223816
participant-adress,272.8952,virtual view,na,41,5952
participant-adress,293.3649,start preview hololens,virtual,na
participant-adress,294.8087,stop preview,virtual,1,443787
participant-adress,317.8535,start preview hololens,virtual,na
participant-adress,318.2358,stop preview,virtual,0,3823242
participant-adress,319.2764,hololens view,na,46,3812
participant-adress,321.4767,start preview kinect,hololens,na
participant-adress,321.9465,stop preview,hololens,0,4697876
participant-adress,321.9975,start preview kinect,hololens,na
participant-adress,322.3628,stop preview,hololens,0,3652954
participant-adress,323.4912,kinect view,na,4,214813
