participant-adress,5.918088,start preview hololens,virtual,na
participant-adress,6.524145,stop preview,virtual,0,6060572
participant-adress,6.562038,start preview hololens,virtual,na
participant-adress,6.601662,stop preview,virtual,0,03962421
participant-adress,6.637259,start preview kinect,virtual,na
participant-adress,7.183432,stop preview,virtual,0,5461731
participant-adress,7.220982,start preview hololens,virtual,na
participant-adress,7.291895,stop preview,virtual,0,07091284
participant-adress,35.66362,start preview hololens,virtual,na
participant-adress,36.44865,stop preview,virtual,0,7850304
participant-adress,36.49841,start preview kinect,virtual,na
participant-adress,37.49698,stop preview,virtual,0,9985695
