participant-adress,6.331068,start preview hololens,virtual,na
participant-adress,6.875284,stop preview,virtual,0,5442162
participant-adress,6.875284,start preview kinect,virtual,na
participant-adress,55.40592,stop preview,virtual,48,53063
participant-adress,56.4544,start preview kinect,virtual,na
participant-adress,56.55465,stop preview,virtual,0,1002502
participant-adress,58.22842,start preview kinect,virtual,na
participant-adress,59.32577,stop preview,virtual,1,097351
participant-adress,61.59111,start preview hololens,virtual,na
participant-adress,62.23893,stop preview,virtual,0,6478195
participant-adress,62.23893,start preview kinect,virtual,na
participant-adress,62.59048,stop preview,virtual,0,3515511
participant-adress,64.34978,show camera position,na,na
