participant-adress,202.8121,start preview hololens,virtual,na
participant-adress,205.247,reset virtual camera position,na,na
participant-adress,822.1423,start preview virtual,hololens,na
participant-adress,822.6755,stop preview,hololens,0,5332031
participant-adress,823.0765,start preview virtual,hololens,na
participant-adress,823.5598,stop preview,hololens,0,4833374
participant-adress,824.6431,virtual view,na,23,56744
participant-adress,825.0292,start preview hololens,virtual,na
participant-adress,825.431,stop preview,virtual,0,4018555
participant-adress,825.6801,start preview hololens,virtual,na
participant-adress,826.0145,stop preview,virtual,0,3344116
participant-adress,826.0805,start preview kinect,virtual,na
participant-adress,826.3442,stop preview,virtual,0,2636719
participant-adress,826.3442,hololens view,na,1,70105
participant-adress,826.6114,start preview kinect,hololens,na
participant-adress,826.8317,stop preview,hololens,0,2203369
participant-adress,828.2969,virtual view,na,1,952698
participant-adress,859.6671,start preview hololens,virtual,na
participant-adress,865.231,stop preview,virtual,5,563904
participant-adress,865.5969,start preview hololens,virtual,na
participant-adress,865.8965,stop preview,virtual,0,2995605
participant-adress,866.9119,hololens view,na,38,61505
participant-adress,868.9985,virtual view,na,2,086548
participant-adress,897.8889,start preview hololens,virtual,na
participant-adress,916.2537,stop preview,virtual,18,36481
participant-adress,933.0206,start preview hololens,virtual,na
participant-adress,934.3526,stop preview,virtual,1,33197
participant-adress,935.3373,hololens view,na,66,33881
participant-adress,936.5543,virtual view,na,1,217041
participant-adress,937.6878,start preview hololens,virtual,na
participant-adress,938.0712,stop preview,virtual,0,3834229
participant-adress,938.7402,hololens view,na,2,185852
participant-adress,938.7586,virtual view,na,0,01843262
participant-adress,940.6073,start preview hololens,virtual,na
participant-adress,941.0908,stop preview,virtual,0,4835205
participant-adress,941.4431,start preview hololens,virtual,na
participant-adress,943.1094,stop preview,virtual,1,66626
participant-adress,944.0599,hololens view,na,5,30127
participant-adress,950.0833,virtual view,na,6,023438
participant-adress,951.5677,start preview hololens,virtual,na
participant-adress,951.6675,stop preview,virtual,0,09979248
participant-adress,951.7189,start preview hololens,virtual,na
participant-adress,951.9495,stop preview,virtual,0,2306519
participant-adress,952.7513,hololens view,na,2,667969
participant-adress,955.6863,virtual view,na,2,934998
participant-adress,956.757,start preview hololens,virtual,na
participant-adress,956.9729,stop preview,virtual,0,2158813
participant-adress,956.9729,hololens view,na,1,286621
participant-adress,979.981,virtual view,na,23,00812
participant-adress,981.2748,start preview hololens,virtual,na
participant-adress,982.97,stop preview,virtual,1,69519
participant-adress,983.6473,start preview hololens,virtual,na
participant-adress,988.9453,stop preview,virtual,5,298035
participant-adress,990.0547,hololens view,na,10,07367
participant-adress,993.9357,virtual view,na,3,881042
participant-adress,1048.131,start preview hololens,virtual,na
participant-adress,1048.396,stop preview,virtual,0,2650146
participant-adress,1048.414,start preview hololens,virtual,na
participant-adress,1049.332,stop preview,virtual,0,9180908
participant-adress,1050.365,hololens view,na,56,42926
participant-adress,1059.021,start preview virtual,hololens,na
participant-adress,1059.257,stop preview,hololens,0,2359619
participant-adress,1059.288,start preview virtual,hololens,na
participant-adress,1059.889,stop preview,hololens,0,6010742
participant-adress,1060.925,start preview virtual,hololens,na
participant-adress,1061.206,stop preview,hololens,0,2810059
participant-adress,1062.307,virtual view,na,11,94202
participant-adress,1063.377,start preview hololens,virtual,na
participant-adress,1063.661,stop preview,virtual,0,2840576
participant-adress,1064.692,hololens view,na,2,38501
participant-adress,1093.717,virtual view,na,29,02502
participant-adress,1105.127,start preview hololens,virtual,na
participant-adress,1116.269,stop preview,virtual,11,14209
participant-adress,1117.271,hololens view,na,23,55396
participant-adress,1128.696,start preview virtual,hololens,na
participant-adress,1128.761,stop preview,hololens,0,06494141
participant-adress,1128.914,start preview virtual,hololens,na
participant-adress,1132.182,stop preview,hololens,3,268066
participant-adress,1132.531,start preview virtual,hololens,na
participant-adress,1132.568,stop preview,hololens,0,0369873
participant-adress,1132.681,start preview virtual,hololens,na
participant-adress,1132.848,stop preview,hololens,0,1669922
participant-adress,1132.916,stop preview,hololens,0,2349854
participant-adress,1132.865,start preview virtual,hololens,na
participant-adress,1134.282,start preview virtual,hololens,na
participant-adress,1134.35,stop preview,hololens,0,06799316
participant-adress,1134.366,start preview virtual,hololens,na
participant-adress,1134.884,stop preview,hololens,0,5180664
participant-adress,1135.483,start preview virtual,hololens,na
participant-adress,1135.502,stop preview,hololens,0,0189209
participant-adress,1135.518,start preview virtual,hololens,na
participant-adress,1136.268,stop preview,hololens,0,75
participant-adress,1136.569,start preview virtual,hololens,na
participant-adress,1136.603,stop preview,hololens,0,03405762
participant-adress,1136.62,start preview virtual,hololens,na
participant-adress,1136.85,stop preview,hololens,0,2299805
participant-adress,1137.068,start preview virtual,hololens,na
participant-adress,1137.439,stop preview,hololens,0,3709717
participant-adress,1137.454,start preview virtual,hololens,na
participant-adress,1139.439,stop preview,hololens,1,984985
participant-adress,1139.489,start preview virtual,hololens,na
participant-adress,1139.604,stop preview,hololens,0,1149902
participant-adress,1139.722,start preview virtual,hololens,na
participant-adress,1139.806,stop preview,hololens,0,08398438
participant-adress,1141.057,start preview virtual,hololens,na
participant-adress,1141.188,stop preview,hololens,0,1309814
participant-adress,1141.224,start preview virtual,hololens,na
participant-adress,1141.526,stop preview,hololens,0,302002
participant-adress,1142.625,virtual view,na,25,354
participant-adress,1157.452,start preview hololens,virtual,na
participant-adress,1159.706,stop preview,virtual,2,254028
participant-adress,1160.406,start preview hololens,virtual,na
participant-adress,1166.794,stop preview,virtual,6,387939
participant-adress,1179.053,start preview hololens,virtual,na
participant-adress,1186.194,stop preview,virtual,7,140991
participant-adress,1187.829,start preview hololens,virtual,na
participant-adress,1228.132,stop preview,virtual,40,30298
participant-adress,1240.34,reset virtual camera position,na,na
participant-adress,1245.392,start use spherical camera,virtual,na
participant-adress,1246.358,stop use spherical camera,virtual,0,9660645
participant-adress,1246.358,stop use spherical camera,virtual,0,9660645
participant-adress,1247.161,start preview hololens,virtual,na
participant-adress,1247.608,stop preview,virtual,0,4470215
participant-adress,31.1877,start preview hololens,virtual,na
participant-adress,33.87367,stop preview,virtual,2,685968
participant-adress,37.33418,start preview hololens,virtual,na
participant-adress,41.93065,stop preview,virtual,4,59647
participant-adress,46.88298,start preview hololens,virtual,na
participant-adress,48.96779,stop preview,virtual,2,084808
participant-adress,67.63111,start preview hololens,virtual,na
participant-adress,68.0513,stop preview,virtual,0,4201889
participant-adress,84.03313,start preview hololens,virtual,na
participant-adress,85.46633,stop preview,virtual,1,433205
participant-adress,85.49528,start preview hololens,virtual,na
participant-adress,85.61044,stop preview,virtual,0,1151657
participant-adress,174.322,start preview hololens,virtual,na
participant-adress,174.8904,stop preview,virtual,0,5683899
participant-adress,175.0055,start preview kinect,virtual,na
participant-adress,175.4896,stop preview,virtual,0,4841003
participant-adress,175.5398,start preview hololens,virtual,na
participant-adress,176.0426,stop preview,virtual,0,5028076
participant-adress,176.073,start preview hololens,virtual,na
participant-adress,176.7896,stop preview,virtual,0,7165985
participant-adress,177.7768,hololens view,na,-964,8482
participant-adress,198.4428,virtual view,na,20,666
participant-adress,200.1596,start preview hololens,virtual,na
participant-adress,200.7119,stop preview,virtual,0,5522919
participant-adress,201.5264,hololens view,na,3,083603
participant-adress,219.7452,start preview kinect,hololens,na
participant-adress,219.8618,stop preview,hololens,0,1166077
participant-adress,219.9774,start preview kinect,hololens,na
participant-adress,220.1761,stop preview,hololens,0,1987
participant-adress,241.4115,start preview virtual,hololens,na
participant-adress,241.595,stop preview,hololens,0,1835022
participant-adress,241.6271,start preview virtual,hololens,na
participant-adress,241.9601,stop preview,hololens,0,3329926
participant-adress,243.0287,virtual view,na,41,5023
participant-adress,267.0678,start preview hololens,virtual,na
participant-adress,267.485,stop preview,virtual,0,4171753
participant-adress,268.4214,hololens view,na,25,39268
participant-adress,269.1037,start preview kinect,hololens,na
participant-adress,269.3436,stop preview,hololens,0,2398987
participant-adress,269.7042,virtual view,na,1,282806
participant-adress,270.7163,start preview hololens,virtual,na
participant-adress,270.7496,stop preview,virtual,0,03329468
participant-adress,270.7699,start preview hololens,virtual,na
participant-adress,271.0396,stop preview,virtual,0,2697144
participant-adress,271.4112,start preview hololens,virtual,na
participant-adress,271.4702,stop preview,virtual,0,059021
participant-adress,271.5259,start preview kinect,virtual,na
participant-adress,271.9706,stop preview,virtual,0,4447021
participant-adress,271.9706,hololens view,na,2,266418
participant-adress,416.7596,virtual view,na,144,789
participant-adress,422.6304,start preview hololens,virtual,na
participant-adress,422.6627,stop preview,virtual,0,0322876
participant-adress,423.0158,start preview hololens,virtual,na
participant-adress,423.3507,stop preview,virtual,0,3348999
participant-adress,424.1829,hololens view,na,7,423279
participant-adress,453.4237,virtual view,na,29,24081
participant-adress,500.8796,start preview hololens,virtual,na
participant-adress,509.2686,stop preview,virtual,8,388977
participant-adress,549.4694,start preview hololens,virtual,na
participant-adress,556.694,stop preview,virtual,7,224548
participant-adress,616.8366,start preview hololens,virtual,na
participant-adress,631.082,stop preview,virtual,14,24536
participant-adress,633.3292,start preview hololens,virtual,na
participant-adress,636.2332,stop preview,virtual,2,903992
participant-adress,652.513,start preview hololens,virtual,na
participant-adress,652.8473,stop preview,virtual,0,3342896
participant-adress,653.7992,hololens view,na,200,3755
participant-adress,655.0309,virtual view,na,1,231689
participant-adress,661.2709,start preview hololens,virtual,na
participant-adress,661.5541,stop preview,virtual,0,2832031
participant-adress,662.4552,hololens view,na,7,424316
participant-adress,688.2595,virtual view,na,25,80432
participant-adress,698.8344,start preview hololens,virtual,na
participant-adress,699.1535,stop preview,virtual,0,3190918
participant-adress,699.9363,hololens view,na,11,67676
participant-adress,700.6859,virtual view,na,0,7496338
participant-adress,705.3252,start preview hololens,virtual,na
participant-adress,705.5444,stop preview,virtual,0,2191772
participant-adress,705.5736,start preview hololens,virtual,na
participant-adress,705.8074,stop preview,virtual,0,2337646
participant-adress,706.5412,start preview hololens,virtual,na
participant-adress,706.6586,stop preview,virtual,0,1174316
participant-adress,706.6586,hololens view,na,5,972717
participant-adress,752.7303,virtual view,na,46,07166
participant-adress,756.2997,start preview hololens,virtual,na
participant-adress,756.6315,stop preview,virtual,0,3317871
participant-adress,757.4673,hololens view,na,4,737
participant-adress,782.6885,hololens view,na,25,22119
