participant-adress,31.84193,start preview kinect,virtual,na
participant-adress,31.97257,stop preview,virtual,0,13064
participant-adress,32.03315,start preview kinect,virtual,na
participant-adress,32.84337,stop preview,virtual,0,8102188
participant-adress,32.87092,start preview hololens,virtual,na
participant-adress,37.10698,stop preview,virtual,4,236061
participant-adress,37.14603,start preview kinect,virtual,na
participant-adress,86.03952,stop preview,virtual,48,89349
participant-adress,98.02352,start use spherical camera,virtual,na
participant-adress,105.5078,stop use spherical camera,virtual,7,484276
participant-adress,105.555,stop use spherical camera,virtual,7,531479
participant-adress,106.42,start preview hololens,virtual,na
participant-adress,106.4587,stop preview,virtual,0,03870392
participant-adress,109.026,start preview hololens,virtual,na
participant-adress,109.988,stop preview,virtual,0,961998
participant-adress,111.9335,start preview hololens,virtual,na
participant-adress,115.3029,stop preview,virtual,3,3694
participant-adress,115.9658,start preview kinect,virtual,na
participant-adress,119.0812,stop preview,virtual,3,115402
participant-adress,119.1294,start preview kinect,virtual,na
participant-adress,120.2627,kinect view,na,120,2627
participant-adress,120.5104,stop preview,kinect,1,380997
participant-adress,225.6834,start preview virtual,kinect,na
participant-adress,226.1454,stop preview,kinect,0,4620056
participant-adress,226.895,stop preview,kinect,1,211609
participant-adress,226.4787,start preview virtual,kinect,na
participant-adress,228.5709,start preview virtual,kinect,na
participant-adress,228.9042,stop preview,kinect,0,3332977
participant-adress,236.2999,start preview virtual,kinect,na
participant-adress,236.7817,stop preview,kinect,0,4817963
participant-adress,237.9709,virtual view,na,117,7082
participant-adress,402.4403,start preview hololens,virtual,na
participant-adress,402.6401,stop preview,virtual,0,1997986
participant-adress,423.2232,start use spherical camera,virtual,na
participant-adress,432.1984,stop use spherical camera,virtual,8,975189
participant-adress,432.2543,stop use spherical camera,virtual,9,031097
participant-adress,456.5113,start preview hololens,virtual,na
participant-adress,457.7068,stop preview,virtual,1,195496
participant-adress,459.0402,stop preview,virtual,2,5289
participant-adress,458.0402,start preview hololens,virtual,na
participant-adress,459.4525,start preview kinect,virtual,na
participant-adress,464.8367,stop preview,virtual,5,384186
participant-adress,465.7925,start preview hololens,virtual,na
participant-adress,466.0266,start preview hololens,virtual,na
participant-adress,465.8849,stop preview,virtual,-0,1417236
participant-adress,466.4239,stop preview,virtual,0,3972778
participant-adress,467.257,start preview hololens,virtual,na
participant-adress,467.4328,stop preview,virtual,0,1758118
participant-adress,467.7153,start preview hololens,virtual,na
participant-adress,467.8887,start preview kinect,virtual,na
participant-adress,467.8887,stop preview,virtual,0
participant-adress,468.2767,stop preview,virtual,0,3880005
participant-adress,468.9903,start preview hololens,virtual,na
participant-adress,474.4291,stop preview,virtual,5,438812
participant-adress,475.9382,hololens view,na,237,9673
participant-adress,488.3661,start preview kinect,hololens,na
participant-adress,489.228,stop preview,hololens,0,861908
participant-adress,490.8116,start preview kinect,hololens,na
participant-adress,491.7399,stop preview,hololens,0,9282837
participant-adress,491.7399,start preview virtual,hololens,na
participant-adress,491.8522,stop preview,hololens,0,1123047
participant-adress,492.328,start preview kinect,hololens,na
participant-adress,493.8571,stop preview,hololens,1,529083
participant-adress,494.1282,virtual view,na,18,19
participant-adress,509.0651,start preview kinect,virtual,na
