participant-adress,31.84193,start preview kinect,virtual,na
participant-adress,509.6249,stop preview,virtual,0,5598145
participant-adress,510.7788,kinect view,na,16,6506
participant-adress,562.0883,start using stick,kinect,na
participant-adress,582.7985,stop using stick,kinect,20,71021
participant-adress,589.1682,start using stick,kinect,na
participant-adress,613.1112,stop using stick,kinect,23,94299
participant-adress,614.0374,start using stick,kinect,na
participant-adress,614.2767,stop using stick,kinect,0,2392578
participant-adress,616.0654,start using stick,kinect,na
participant-adress,630.6609,stop using stick,kinect,14,59546
participant-adress,640.2762,virtual view,na,129,4974
participant-adress,643.452,start using stick,virtual,na
participant-adress,658.7749,stop using stick,virtual,15,32288
participant-adress,719.6742,start preview hololens,virtual,na
participant-adress,719.8889,stop preview,virtual,0,2147217
participant-adress,719.9853,start preview hololens,virtual,na
participant-adress,720.934,stop preview,virtual,0,9487305
participant-adress,722.4033,hololens view,na,82,12714
participant-adress,725.391,start preview virtual,hololens,na
participant-adress,732.6958,stop preview,hololens,7,30481
participant-adress,737.1835,start preview kinect,hololens,na
participant-adress,742.7134,stop preview,hololens,5,529907
participant-adress,743.8583,kinect view,na,21,45496
participant-adress,747.3539,start preview hololens,kinect,na
participant-adress,749.0757,stop preview,kinect,1,721802
participant-adress,750.1632,hololens view,na,6,304932
participant-adress,756.9691,start preview virtual,hololens,na
participant-adress,756.998,stop preview,hololens,0,02886963
participant-adress,757.2207,start preview virtual,hololens,na
participant-adress,758.0375,stop preview,hololens,0,8167725
participant-adress,759.2144,virtual view,na,9,051208
participant-adress,773.4672,start use spherical camera,virtual,na
participant-adress,785.1395,stop use spherical camera,virtual,11,6723
participant-adress,785.1395,stop use spherical camera,virtual,11,6723
participant-adress,786.7788,virtual view,na,27,56439
participant-adress,812.8639,start use spherical camera,virtual,na
participant-adress,816.5752,stop use spherical camera,virtual,3,711304
participant-adress,816.5752,stop use spherical camera,virtual,3,711304
participant-adress,818.2676,virtual view,na,31,48877
participant-adress,832.5407,start use spherical camera,virtual,na
participant-adress,835.8467,stop use spherical camera,virtual,3,305969
participant-adress,835.9327,stop use spherical camera,virtual,3,391968
participant-adress,844.756,start use spherical camera,virtual,na
participant-adress,865.5615,stop use spherical camera,virtual,20,80554
participant-adress,865.6042,stop use spherical camera,virtual,20,84821
participant-adress,877.4528,start using stick,virtual,na
participant-adress,907.666,stop using stick,virtual,30,2132
participant-adress,914.5655,start using stick,virtual,na
participant-adress,974.7822,stop using stick,virtual,60,21674
