participant-adress,318.4252,hololens view,na,318,4252
participant-adress,340.8638,reset virtual camera position,na,na
participant-adress,349.9096,virtual view,na,31,48441
participant-adress,433.7712,start preview hololens,virtual,na
participant-adress,435.9357,stop preview,virtual,2,16449
participant-adress,436.087,start preview hololens,virtual,na
participant-adress,436.5006,stop preview,virtual,0,4136047
participant-adress,437.6348,hololens view,na,87,72519
participant-adress,9.896719,hololens view,na,-427,7381
participant-adress,29.78867,reset virtual camera position,na,na
participant-adress,31.06889,virtual view,na,21,17217
participant-adress,22.44753,start preview hololens,virtual,na
participant-adress,24.38442,stop preview,virtual,1,93689
participant-adress,24.78166,start preview hololens,virtual,na
participant-adress,29.86024,stop preview,virtual,5,078581
participant-adress,40.55474,start preview hololens,virtual,na
participant-adress,44.04739,stop preview,virtual,3,492649
participant-adress,45.12372,hololens view,na,14,05483
participant-adress,1875.993,reset virtual camera position,na,na
participant-adress,1877.111,virtual view,na,1831,987
participant-adress,2023.256,start preview hololens,virtual,na
participant-adress,2023.29,stop preview,virtual,0,03405762
participant-adress,2025.173,start preview hololens,virtual,na
participant-adress,2026.47,stop preview,virtual,1,296997
participant-adress,2090.659,reset virtual camera position,na,na
participant-adress,2160.827,reset virtual camera position,na,na
participant-adress,2188.516,start preview hololens,virtual,na
participant-adress,2190.326,stop preview,virtual,1,809814
participant-adress,2191.377,hololens view,na,314,266
participant-adress,2203.432,start preview kinect,hololens,na
participant-adress,2203.603,stop preview,hololens,0,1711426
participant-adress,2204.726,kinect view,na,13,34912
participant-adress,2237.351,start preview virtual,kinect,na
participant-adress,2237.827,stop preview,kinect,0,4758301
participant-adress,2238.966,virtual view,na,34,23999
participant-adress,2252.4,show camera position,na,na
participant-adress,2266.92,start preview hololens,virtual,na
participant-adress,2275.318,stop preview,virtual,8,398193
participant-adress,2275.343,start preview hololens,virtual,na
participant-adress,2276.363,stop preview,virtual,1,02002
participant-adress,2276.363,hololens view,na,37,39697
participant-adress,2283.733,start preview virtual,hololens,na
participant-adress,2284.316,stop preview,hololens,0,5830078
participant-adress,2285.421,virtual view,na,9,057861
participant-adress,2294.929,start preview kinect,virtual,na
participant-adress,2307.535,stop preview,virtual,12,60596
participant-adress,2308.177,start preview kinect,virtual,na
participant-adress,2309.184,stop preview,virtual,1,00708
participant-adress,2310.066,start preview kinect,virtual,na
participant-adress,2310.333,stop preview,virtual,0,2670898
participant-adress,2311.445,kinect view,na,26,02417
participant-adress,2319.366,virtual view,na,7,920898
participant-adress,2319.993,start preview hololens,virtual,na
participant-adress,2320.165,stop preview,virtual,0,1721191
participant-adress,2334.452,start preview hololens,virtual,na
participant-adress,2334.501,stop preview,virtual,0,04907227
participant-adress,2338.692,start preview hololens,virtual,na
participant-adress,2339.043,stop preview,virtual,0,3510742
participant-adress,2345.22,start preview hololens,virtual,na
participant-adress,2345.242,stop preview,virtual,0,02197266
participant-adress,2356.006,start using stick,virtual,na
participant-adress,2357.363,stop using stick,virtual,1,356934
participant-adress,2361.498,start preview hololens,virtual,na
participant-adress,2361.697,stop preview,virtual,0,1989746
participant-adress,2367.375,start using stick,virtual,na
participant-adress,2393.772,stop using stick,virtual,26,39697
participant-adress,2394.969,start using stick,virtual,na
participant-adress,2402.187,stop using stick,virtual,7,218018
participant-adress,2403.831,start using stick,virtual,na
participant-adress,2409.405,stop using stick,virtual,5,573975
participant-adress,2410.627,start using stick,virtual,na
participant-adress,2418.112,stop using stick,virtual,7,485107
