participant-adress,13.67263,start preview kinect,virtual,na
participant-adress,14.34281,stop preview,virtual,0,6701794
participant-adress,14.4776,start preview hololens,virtual,na
participant-adress,15.04416,stop preview,virtual,0,5665598
