participant-adress,54.93248,start preview kinect,virtual,na
participant-adress,55.60382,stop preview,virtual,0,6713409
participant-adress,57.37085,start preview kinect,virtual,na
participant-adress,57.40258,stop preview,virtual,0,03173065
participant-adress,57.60321,start preview kinect,virtual,na
participant-adress,57.65086,stop preview,virtual,0,04764938
