participant-adress,13.53502,start preview kinect,virtual,na
participant-adress,16.36606,stop preview,virtual,2,83104
participant-adress,17.43219,start preview kinect,virtual,na
participant-adress,35.55014,stop preview,virtual,18,11795
participant-adress,55.62434,start preview hololens,virtual,na
participant-adress,55.6436,stop preview,virtual,0,01926041
participant-adress,135.7884,start preview hololens,virtual,na
participant-adress,135.8106,stop preview,virtual,0,02218628
participant-adress,138.9714,start preview hololens,virtual,na
participant-adress,138.9951,stop preview,virtual,0,0236969
participant-adress,182.6088,start preview hololens,virtual,na
participant-adress,182.6897,stop preview,virtual,0,0809021
participant-adress,185.9773,start preview hololens,virtual,na
participant-adress,186.0018,stop preview,virtual,0,02450562
participant-adress,206.2453,start preview hololens,virtual,na
participant-adress,206.2892,stop preview,virtual,0,04389954
participant-adress,245.6567,start preview hololens,virtual,na
participant-adress,245.6736,stop preview,virtual,0,01690674
participant-adress,247.1786,start preview hololens,virtual,na
participant-adress,247.2725,stop preview,virtual,0,09390259
participant-adress,248.0851,start preview hololens,virtual,na
participant-adress,253.4393,stop preview,virtual,5,354202
participant-adress,254.0405,start preview hololens,virtual,na
participant-adress,256.0125,reset virtual camera position,na,na
participant-adress,256.0125,stop preview,virtual,1,972015
participant-adress,256.045,virtual view,na,256,045
participant-adress,256.0353,start preview hololens,virtual,na
participant-adress,259.0071,stop preview,virtual,2,971802
participant-adress,259.9227,start preview hololens,virtual,na
participant-adress,260.9726,stop preview,virtual,1,049896
participant-adress,274.7068,start use spherical camera,virtual,na
participant-adress,282.6735,stop use spherical camera,virtual,7,966705
participant-adress,282.6735,stop use spherical camera,virtual,7,966705
participant-adress,284.0882,virtual view,na,28,04318
participant-adress,354.2564,reset virtual camera position,na,na
participant-adress,411.3471,start preview hololens,virtual,na
participant-adress,411.3684,stop preview,virtual,0,02130127
participant-adress,411.3874,start preview hololens,virtual,na
participant-adress,411.4754,stop preview,virtual,0,0880127
participant-adress,411.725,start preview hololens,virtual,na
participant-adress,413.5121,stop preview,virtual,1,787079
participant-adress,414.7583,start preview hololens,virtual,na
participant-adress,416.0662,stop preview,virtual,1,307892
participant-adress,416.1301,start preview kinect,virtual,na
participant-adress,418.5911,stop preview,virtual,2,460999
