participant-adress,154.5822,start preview hololens,virtual,na
participant-adress,155.5865,stop preview,virtual,1,004303
participant-adress,181.963,start preview hololens,virtual,na
participant-adress,182.2102,stop preview,virtual,0,2472076
participant-adress,182.7642,start preview hololens,virtual,na
participant-adress,184.3491,stop preview,virtual,1,5849
participant-adress,185.5624,start preview hololens,virtual,na
participant-adress,186.5665,stop preview,virtual,1,004105
participant-adress,187.9328,start preview hololens,virtual,na
participant-adress,188.1325,stop preview,virtual,0,199707
participant-adress,188.2339,start preview hololens,virtual,na
participant-adress,188.8491,stop preview,virtual,0,6152039
participant-adress,188.884,start preview hololens,virtual,na
participant-adress,189.3181,stop preview,virtual,0,4340973
participant-adress,190.0165,start preview hololens,virtual,na
participant-adress,190.1211,stop preview,virtual,0,104599
participant-adress,190.6866,start preview hololens,virtual,na
participant-adress,190.8358,stop preview,virtual,0,1492004
participant-adress,190.9675,start preview hololens,virtual,na
participant-adress,191.2034,stop preview,virtual,0,2359009
participant-adress,204.4128,hololens view,na,204,4128
participant-adress,1359.832,reset virtual camera position,na,na
participant-adress,1361.228,virtual view,na,1156,815
participant-adress,1402.68,start use spherical camera,virtual,na
participant-adress,1408.854,stop use spherical camera,virtual,6,17395
participant-adress,1408.854,stop use spherical camera,virtual,6,17395
participant-adress,1410.253,virtual view,na,49,02502
participant-adress,1431.92,start use spherical camera,virtual,na
participant-adress,1435.443,stop use spherical camera,virtual,3,522949
participant-adress,1435.443,stop use spherical camera,virtual,3,522949
participant-adress,1436.88,virtual view,na,26,62695
participant-adress,1457.66,start preview hololens,virtual,na
participant-adress,1457.691,stop preview,virtual,0,03100586
participant-adress,1478.007,reset virtual camera position,na,na
participant-adress,1481.396,start preview hololens,virtual,na
participant-adress,1481.929,stop preview,virtual,0,532959
participant-adress,1485.966,start preview hololens,virtual,na
participant-adress,1486.084,stop preview,virtual,0,118042
participant-adress,1486.398,start preview hololens,virtual,na
participant-adress,1486.595,stop preview,virtual,0,1970215
participant-adress,1491.586,start preview hololens,virtual,na
participant-adress,1492.021,stop preview,virtual,0,4349365
participant-adress,1498.81,start preview hololens,virtual,na
participant-adress,1498.876,stop preview,virtual,0,06591797
participant-adress,1500.646,start preview hololens,virtual,na
participant-adress,1503.03,stop preview,virtual,2,384033
participant-adress,1510.774,start preview hololens,virtual,na
participant-adress,1510.836,stop preview,virtual,0,06201172
participant-adress,1514.493,start preview hololens,virtual,na
participant-adress,1516.216,stop preview,virtual,1,7229
participant-adress,1517.157,start preview hololens,virtual,na
participant-adress,1517.264,stop preview,virtual,0,1070557
participant-adress,1517.264,hololens view,na,80,38403
participant-adress,1518.539,start preview kinect,hololens,na
participant-adress,1519.009,stop preview,hololens,0,4700928
participant-adress,1520.117,kinect view,na,2,852905
participant-adress,1523.529,start preview hololens,kinect,na
participant-adress,1523.612,stop preview,kinect,0,08300781
participant-adress,1523.707,start preview virtual,kinect,na
participant-adress,1524.087,stop preview,kinect,0,3800049
participant-adress,1525.271,virtual view,na,5,154053
participant-adress,1527.685,start preview hololens,virtual,na
participant-adress,1527.755,stop preview,virtual,0,06994629
participant-adress,1547.985,reset virtual camera position,na,na
participant-adress,1555.481,reset virtual camera position,na,na
participant-adress,1574.521,show camera position,na,na
participant-adress,1576.117,start preview kinect,virtual,na
participant-adress,1577.234,stop preview,virtual,1,117065
participant-adress,1577.418,start preview hololens,virtual,na
participant-adress,1578.47,stop preview,virtual,1,052002
participant-adress,1581.439,start preview kinect,virtual,na
participant-adress,1582.023,stop preview,virtual,0,5839844
participant-adress,1585.73,start preview kinect,virtual,na
participant-adress,1585.776,stop preview,virtual,0,04602051
participant-adress,1586.226,start preview kinect,virtual,na
participant-adress,1586.49,stop preview,virtual,0,2640381
participant-adress,1586.521,start preview kinect,virtual,na
participant-adress,1587.593,kinect view,na,62,32202
participant-adress,1587.707,stop preview,kinect,1,186035
participant-adress,1589.225,start preview virtual,kinect,na
participant-adress,1589.476,stop preview,kinect,0,2509766
participant-adress,1596.8,virtual view,na,9,207031
participant-adress,1604.731,start using stick,virtual,na
participant-adress,1610.161,stop using stick,virtual,5,430054
participant-adress,1613.513,start using stick,virtual,na
participant-adress,1640.153,stop using stick,virtual,26,64001
participant-adress,1640.837,start using stick,virtual,na
participant-adress,1641.105,stop using stick,virtual,0,2679443
participant-adress,1641.722,start using stick,virtual,na
participant-adress,1647.616,stop using stick,virtual,5,893921
participant-adress,1662.754,start using stick,virtual,na
participant-adress,1668.996,stop using stick,virtual,6,241943
participant-adress,1677.986,start preview hololens,virtual,na
participant-adress,1678.655,stop preview,virtual,0,6690674
participant-adress,1693.737,start use spherical camera,virtual,na
participant-adress,1708.275,stop use spherical camera,virtual,14,53796
participant-adress,1708.304,stop use spherical camera,virtual,14,56689
participant-adress,1776.001,start use spherical camera,virtual,na
participant-adress,1798.325,stop use spherical camera,virtual,22,32397
participant-adress,1798.325,stop use spherical camera,virtual,22,32397
participant-adress,1799.76,virtual view,na,202,96
participant-adress,1809.431,start using stick,virtual,na
participant-adress,1810.998,stop using stick,virtual,1,567017
participant-adress,1814.634,start using stick,virtual,na
participant-adress,1817.789,stop using stick,virtual,3,154907
participant-adress,1818.54,start using stick,virtual,na
participant-adress,1818.562,stop using stick,virtual,0,02197266
participant-adress,1822.009,start using stick,virtual,na
participant-adress,1826.501,stop using stick,virtual,4,491943
participant-adress,1845.648,start using stick,virtual,na
participant-adress,1846.912,stop using stick,virtual,1,264038
participant-adress,1847.554,start using stick,virtual,na
participant-adress,1868.554,stop using stick,virtual,21
participant-adress,1869.468,start using stick,virtual,na
participant-adress,1879.441,stop using stick,virtual,9,973022
participant-adress,1882.465,start preview hololens,virtual,na
participant-adress,1889.708,stop preview,virtual,7,243042
participant-adress,1893.804,start using stick,virtual,na
participant-adress,1894.13,stop using stick,virtual,0,3260498
participant-adress,1894.342,start preview hololens,virtual,na
participant-adress,1902.474,stop preview,virtual,8,131958
participant-adress,1990.584,start preview hololens,virtual,na
participant-adress,1990.626,stop preview,virtual,0,04199219
participant-adress,1990.626,start preview hololens,virtual,na
participant-adress,1992.105,stop preview,virtual,1,479004
participant-adress,1992.105,start preview hololens,virtual,na
participant-adress,1995.822,stop preview,virtual,3,717041
participant-adress,1995.822,start preview hololens,virtual,na
participant-adress,2021.964,stop preview,virtual,26,14197
participant-adress,2021.964,start preview hololens,virtual,na
