participant-adress,11.90864,start using stick,virtual,na
participant-adress,14.97799,stop using stick,virtual,3,06935
participant-adress,18.58414,start preview hololens,virtual,na
participant-adress,19.22735,stop preview,virtual,0,6432095
participant-adress,19.2536,start preview kinect,virtual,na
participant-adress,20.47123,stop preview,virtual,1,21763
participant-adress,20.50728,start preview hololens,virtual,na
participant-adress,23.78386,stop preview,virtual,3,276579
participant-adress,25.67608,start preview kinect,virtual,na
participant-adress,27.58026,stop preview,virtual,1,904179
participant-adress,28.19999,start preview kinect,virtual,na
participant-adress,52.31436,stop preview,virtual,24,11437
participant-adress,59.79075,start preview kinect,virtual,na
participant-adress,66.4495,stop preview,virtual,6,658752
participant-adress,68.32907,start preview hololens,virtual,na
participant-adress,68.36662,stop preview,virtual,0,03755188
participant-adress,68.5548,start preview hololens,virtual,na
participant-adress,72.10274,stop preview,virtual,3,547935
participant-adress,73.34694,start preview kinect,virtual,na
participant-adress,75.03287,stop preview,virtual,1,685928
participant-adress,75.68109,start preview kinect,virtual,na
participant-adress,76.64473,stop preview,virtual,0,9636383
participant-adress,76.6809,start preview hololens,virtual,na
participant-adress,77.01202,stop preview,virtual,0,3311157
participant-adress,79.05818,start using stick,virtual,na
participant-adress,86.004,stop using stick,virtual,6,945816
participant-adress,90.44129,start using stick,virtual,na
participant-adress,91.7464,stop using stick,virtual,1,305107
participant-adress,95.94468,start using stick,virtual,na
participant-adress,103.5663,stop using stick,virtual,7,62162
participant-adress,104.6053,start preview hololens,virtual,na
participant-adress,139.5905,stop preview,virtual,34,9852
participant-adress,139.7671,start preview hololens,virtual,na
participant-adress,249.0499,stop preview,virtual,109,2828
participant-adress,271.6398,start preview kinect,virtual,na
participant-adress,277.1171,stop preview,virtual,5,477295
participant-adress,278.245,kinect view,na,278,245
participant-adress,293.9044,start using stick,kinect,na
participant-adress,337.6626,stop using stick,kinect,43,75821
participant-adress,362.1535,start use spherical camera,kinect,na
participant-adress,366.9377,stop use spherical camera,kinect,4,78421
participant-adress,366.9843,stop use spherical camera,kinect,4,830811
participant-adress,376.7871,start use spherical camera,kinect,na
participant-adress,403.7193,stop use spherical camera,kinect,26,93219
participant-adress,403.7193,stop use spherical camera,kinect,26,93219
participant-adress,410.4487,start use spherical camera,kinect,na
participant-adress,410.7979,stop use spherical camera,kinect,0,3492126
participant-adress,410.7979,stop use spherical camera,kinect,0,3492126
participant-adress,412.864,start preview hololens,kinect,na
participant-adress,412.9113,stop preview,kinect,0,04727173
participant-adress,412.9573,start preview virtual,kinect,na
participant-adress,413.1946,stop preview,kinect,0,2373047
participant-adress,413.2402,start preview hololens,kinect,na
participant-adress,413.5927,stop preview,kinect,0,3525085
participant-adress,414.9805,start preview hololens,kinect,na
participant-adress,415.1724,stop preview,kinect,0,1918945
participant-adress,415.269,start preview hololens,kinect,na
participant-adress,415.5592,stop preview,kinect,0,2901917
participant-adress,430.2461,virtual view,na,152,0011
participant-adress,430.4338,start preview kinect,virtual,na
participant-adress,430.7634,stop preview,virtual,0,3295898
participant-adress,437.2476,start preview hololens,virtual,na
participant-adress,438.2732,stop preview,virtual,1,025604
participant-adress,438.3702,start preview kinect,virtual,na
participant-adress,441.3617,stop preview,virtual,2,991486
participant-adress,442.3655,kinect view,na,12,11942
participant-adress,443.6693,virtual view,na,1,303802
participant-adress,443.8084,start preview kinect,virtual,na
participant-adress,444.6757,stop preview,virtual,0,8672791
participant-adress,446.9588,start preview kinect,virtual,na
participant-adress,448.3279,stop preview,virtual,1,36911
participant-adress,448.9196,start preview kinect,virtual,na
participant-adress,456.8263,stop preview,virtual,7,906708
participant-adress,456.8714,start preview kinect,virtual,na
participant-adress,457.7563,kinect view,na,14,08698
participant-adress,458.4806,stop preview,kinect,1,609192
participant-adress,463.418,virtual view,na,5,661713
participant-adress,483.3589,start preview kinect,virtual,na
participant-adress,484.3328,stop preview,virtual,0,9739075
participant-adress,485.2756,kinect view,na,21,8576
participant-adress,493.537,virtual view,na,8,261383
participant-adress,493.7148,start preview kinect,virtual,na
participant-adress,495.5323,stop preview,virtual,1,817474
participant-adress,496.0957,start preview kinect,virtual,na
participant-adress,497.0469,stop preview,virtual,0,9512024
participant-adress,498.0042,kinect view,na,4,467224
participant-adress,500.3693,virtual view,na,2,365082
participant-adress,505.8526,start preview kinect,virtual,na
participant-adress,506.2849,stop preview,virtual,0,432312
participant-adress,507.2604,kinect view,na,6,891113
participant-adress,509.3874,virtual view,na,2,126984
participant-adress,511.3816,start using stick,virtual,na
participant-adress,522.8681,stop using stick,virtual,11,48651
participant-adress,527.2012,start using stick,virtual,na
participant-adress,528.7629,stop using stick,virtual,1,561707
participant-adress,531.9385,start using stick,virtual,na
participant-adress,533.4252,stop using stick,virtual,1,486694
participant-adress,550.1534,start using stick,virtual,na
participant-adress,555.7426,stop using stick,virtual,5,589233
participant-adress,559.0389,start use spherical camera,virtual,na
participant-adress,569.6301,stop use spherical camera,virtual,10,59125
participant-adress,569.6301,stop use spherical camera,virtual,10,59125
participant-adress,573.5302,start preview kinect,virtual,na
participant-adress,574.1749,stop preview,virtual,0,6447144
participant-adress,575.1732,kinect view,na,65,78583
participant-adress,575.2247,virtual view,na,0,05145264
