participant-adress,20.33267,start preview hololens,virtual,na
participant-adress,27.50007,stop preview,virtual,7,1674
participant-adress,96.05161,start preview kinect,virtual,na
participant-adress,106.6703,stop preview,virtual,10,61869
participant-adress,164.2407,start preview kinect,virtual,na
participant-adress,164.6849,stop preview,virtual,0,4441986
participant-adress,8.641242,start preview hololens,virtual,na
participant-adress,8.691682,stop preview,virtual,0,05043983
participant-adress,9.003678,start preview hololens,virtual,na
participant-adress,9.909879,stop preview,virtual,0,9062004
participant-adress,10.52958,start preview hololens,virtual,na
participant-adress,11.03965,stop preview,virtual,0,5100698
participant-adress,11.10345,start preview kinect,virtual,na
participant-adress,13.5359,stop preview,virtual,2,43245
participant-adress,11.71044,start preview hololens,virtual,na
participant-adress,11.81481,stop preview,virtual,0,1043701
participant-adress,27.92764,start preview hololens,virtual,na
participant-adress,27.96023,stop preview,virtual,0,03258896
participant-adress,19.75398,start preview hololens,virtual,na
participant-adress,19.8489,stop preview,virtual,0,0949192
participant-adress,14.91061,start preview hololens,virtual,na
participant-adress,14.97261,stop preview,virtual,0,06200027
participant-adress,28.25267,start use spherical camera,virtual,na
participant-adress,28.31385,stop use spherical camera,virtual,0,06118011
participant-adress,28.31385,stop use spherical camera,virtual,0,06118011
participant-adress,150.1029,start preview hololens,virtual,na
participant-adress,150.1519,stop preview,virtual,0,04899597
participant-adress,152.086,start preview hololens,virtual,na
participant-adress,152.154,stop preview,virtual,0,06800842
participant-adress,152.3696,start preview hololens,virtual,na
participant-adress,152.4527,stop preview,virtual,0,08309937
participant-adress,152.6192,start preview hololens,virtual,na
participant-adress,155.6165,stop preview,virtual,2,997299
participant-adress,155.633,start preview hololens,virtual,na
participant-adress,156.6626,stop preview,virtual,1,029602
participant-adress,156.6626,hololens view,na,156,6626
participant-adress,160.4464,start preview virtual,hololens,na
participant-adress,165.3764,stop preview,hololens,4,930008
participant-adress,165.9153,start preview hololens,hololens,na
participant-adress,165.9635,stop preview,hololens,0,04820251
participant-adress,165.9811,start preview kinect,hololens,na
participant-adress,165.998,stop preview,hololens,0,01690674
participant-adress,166.0135,start preview kinect,hololens,na
participant-adress,166.031,stop preview,hololens,0,01750183
participant-adress,166.2652,start preview kinect,hololens,na
participant-adress,166.4789,virtual view,na,9,816299
participant-adress,166.6952,stop preview,virtual,0,4300079
participant-adress,167.4794,start preview hololens,virtual,na
participant-adress,167.7965,kinect view,na,1,317596
participant-adress,170.9462,stop preview,kinect,3,466797
participant-adress,170.9926,start preview hololens,kinect,na
participant-adress,173.2253,reset virtual camera position,na,na
participant-adress,173.2253,stop preview,kinect,2,232697
participant-adress,173.6439,start preview hololens,kinect,na
participant-adress,174.328,virtual view,na,6,531509
participant-adress,175.4631,stop preview,virtual,1,819199
participant-adress,192.2395,start use spherical camera,virtual,na
participant-adress,192.5391,stop use spherical camera,virtual,0,2995911
participant-adress,192.5391,stop use spherical camera,virtual,0,2995911
participant-adress,205.0329,start preview hololens,virtual,na
participant-adress,207.3199,stop preview,virtual,2,287003
participant-adress,219.7322,start preview hololens,virtual,na
participant-adress,219.8177,stop preview,virtual,0,08551025
participant-adress,244.1926,start preview hololens,virtual,na
participant-adress,248.1259,stop preview,virtual,3,933304
participant-adress,249.8918,start preview hololens,virtual,na
participant-adress,249.9427,stop preview,virtual,0,05090332
participant-adress,250.1415,stop preview,virtual,0,2496948
participant-adress,250.2081,start preview hololens,virtual,na
participant-adress,250.6918,stop preview,virtual,0,4837036
participant-adress,250.7256,start preview kinect,virtual,na
participant-adress,249.9574,start preview hololens,virtual,na
participant-adress,254.3214,stop preview,virtual,4,363998
participant-adress,254.3634,stop preview,virtual,4,406006
participant-adress,254.3412,start preview hololens,virtual,na
participant-adress,254.3798,start preview hololens,virtual,na
participant-adress,254.8182,stop preview,virtual,0,4384003
participant-adress,255.8286,start preview hololens,virtual,na
participant-adress,256.6946,stop preview,virtual,0,8660126
participant-adress,256.7259,start preview kinect,virtual,na
participant-adress,257.8954,stop preview,virtual,1,169495
participant-adress,257.9118,start preview hololens,virtual,na
participant-adress,257.9299,stop preview,virtual,0,01809692
participant-adress,257.9455,start preview hololens,virtual,na
participant-adress,258.8159,stop preview,virtual,0,8703918
participant-adress,266.4508,show camera position,na,na
participant-adress,268.6877,start preview hololens,virtual,na
participant-adress,269.471,stop preview,virtual,0,7832947
participant-adress,278.9384,start using stick,virtual,na
participant-adress,280.2722,stop using stick,virtual,1,333801
participant-adress,281.2032,start using stick,virtual,na
participant-adress,281.945,stop using stick,virtual,0,7418213
participant-adress,286.0516,start using stick,virtual,na
participant-adress,293.2441,stop using stick,virtual,7,192505
participant-adress,294.3897,start using stick,virtual,na
participant-adress,299.2449,stop using stick,virtual,4,855194
participant-adress,300.1864,start using stick,virtual,na
participant-adress,302.3618,stop using stick,virtual,2,175385
participant-adress,303.0802,start using stick,virtual,na
participant-adress,304.1976,stop using stick,virtual,1,117401
participant-adress,304.4443,start using stick,virtual,na
participant-adress,305.177,stop using stick,virtual,0,7326965
participant-adress,305.4271,start using stick,virtual,na
participant-adress,305.8483,stop using stick,virtual,0,4212036
participant-adress,306.6093,start using stick,virtual,na
participant-adress,307.1845,stop using stick,virtual,0,5751953
participant-adress,310.1561,start using stick,virtual,na
participant-adress,321.8521,stop using stick,virtual,11,69601
participant-adress,324.3777,start using stick,virtual,na
participant-adress,324.824,stop using stick,virtual,0,4463196
participant-adress,332.3751,start using stick,virtual,na
participant-adress,333.1552,stop using stick,virtual,0,7801208
participant-adress,333.9036,start using stick,virtual,na
participant-adress,338.3195,stop using stick,virtual,4,415894
participant-adress,398.1322,start using stick,virtual,na
participant-adress,398.3143,stop using stick,virtual,0,1820984
participant-adress,491.3133,start preview hololens,virtual,na
participant-adress,491.3568,stop preview,virtual,0,04351807
participant-adress,491.6081,start preview hololens,virtual,na
participant-adress,491.9358,stop preview,virtual,0,3276978
participant-adress,491.9707,start preview kinect,virtual,na
