participant-adress,47.54136,start preview hololens,virtual,na
participant-adress,47.61187,stop preview,virtual,0,07051086
participant-adress,10.54963,start preview hololens,virtual,na
participant-adress,10.6045,stop preview,virtual,0,05486965
participant-adress,26.45664,start preview hololens,virtual,na
participant-adress,26.48784,stop preview,virtual,0,03120041
participant-adress,30.43713,start preview hololens,virtual,na
participant-adress,31.40796,stop preview,virtual,0,9708309
participant-adress,31.52372,start preview kinect,virtual,na
participant-adress,33.31485,stop preview,virtual,1,79113
participant-adress,33.76503,start preview kinect,virtual,na
participant-adress,38.49923,stop preview,virtual,4,7342
participant-adress,38.5488,start preview hololens,virtual,na
participant-adress,38.84985,stop preview,virtual,0,3010483
participant-adress,38.86731,start preview kinect,virtual,na
participant-adress,49.52068,stop preview,virtual,10,65337
participant-adress,63.87271,start preview hololens,virtual,na
participant-adress,64.18573,stop preview,virtual,0,3130188
participant-adress,95.01195,reset virtual camera position,na,na
