participant-adress,8.582199,start preview hololens,virtual,na
participant-adress,9.957541,stop preview,virtual,1,375342
participant-adress,16.66531,start using stick,virtual,na
participant-adress,16.72902,stop using stick,virtual,0,06370926
participant-adress,20.00751,start using stick,virtual,na
participant-adress,20.05997,stop using stick,virtual,0,05246162
participant-adress,72.54655,start preview hololens,virtual,na
participant-adress,72.73431,stop preview,virtual,0,1877594
participant-adress,74.03329,start using stick,virtual,na
participant-adress,75.2551,stop using stick,virtual,1,221809
participant-adress,76.47037,start preview hololens,virtual,na
participant-adress,76.5013,stop preview,virtual,0,03092957
participant-adress,76.63363,start using stick,virtual,na
participant-adress,84.22042,stop using stick,virtual,7,586792
participant-adress,84.60368,start preview hololens,virtual,na
participant-adress,84.62125,stop preview,virtual,0,01756287
participant-adress,84.81951,start preview kinect,virtual,na
participant-adress,85.48802,stop preview,virtual,0,6685104
participant-adress,86.6033,kinect view,na,86,6033
participant-adress,86.95573,start preview hololens,kinect,na
participant-adress,87.00506,stop preview,kinect,0,04933167
participant-adress,87.27235,start using stick,kinect,na
participant-adress,93.06327,stop using stick,kinect,5,790924
participant-adress,93.74879,start using stick,kinect,na
participant-adress,95.44895,stop using stick,kinect,1,700165
participant-adress,97.44996,start using stick,kinect,na
participant-adress,108.7101,stop using stick,kinect,11,26014
