participant-adress,81.09643,start preview hololens,virtual,na
participant-adress,81.11262,stop preview,virtual,0,01618958
participant-adress,183.9527,start preview hololens,virtual,na
participant-adress,184.653,stop preview,virtual,0,7003021
participant-adress,185.2443,start preview hololens,virtual,na
participant-adress,185.3275,stop preview,virtual,0,08320618
participant-adress,185.3689,start preview hololens,virtual,na
participant-adress,186.1687,stop preview,virtual,0,7998047
participant-adress,186.5022,start preview hololens,virtual,na
participant-adress,189.2106,stop preview,virtual,2,708405
participant-adress,189.7111,start preview hololens,virtual,na
participant-adress,189.728,stop preview,virtual,0,01689148
participant-adress,189.9689,start preview hololens,virtual,na
participant-adress,190.494,stop preview,virtual,0,5251007
participant-adress,202.9664,hololens view,na,202,9664
participant-adress,1229.571,reset virtual camera position,na,na
participant-adress,1230.888,virtual view,na,1027,922
participant-adress,1251.246,start preview hololens,virtual,na
participant-adress,1258.246,stop preview,virtual,7
participant-adress,1334.938,reset virtual camera position,na,na
participant-adress,1336.822,reset virtual camera position,na,na
participant-adress,1366.654,start preview hololens,virtual,na
participant-adress,1367.354,stop preview,virtual,0,6999512
participant-adress,1368.938,start preview hololens,virtual,na
participant-adress,1369.322,stop preview,virtual,0,3840332
participant-adress,1369.354,start preview kinect,virtual,na
participant-adress,1370.354,stop preview,virtual,1
participant-adress,1371.447,kinect view,na,140,5591
participant-adress,1372.179,start preview hololens,kinect,na
participant-adress,1372.188,stop preview,kinect,0,009033203
participant-adress,1373.238,start preview hololens,kinect,na
participant-adress,1373.255,stop preview,kinect,0,01696777
participant-adress,1373.479,start preview hololens,kinect,na
participant-adress,1374.262,stop preview,kinect,0,782959
participant-adress,1375.287,hololens view,na,3,839966
participant-adress,1376.187,start preview virtual,hololens,na
participant-adress,1376.387,stop preview,hololens,0,1999512
participant-adress,1376.47,start preview virtual,hololens,na
participant-adress,1377.137,stop preview,hololens,0,6669922
participant-adress,1378.229,virtual view,na,2,942017
participant-adress,1378.413,start preview kinect,virtual,na
participant-adress,1378.48,stop preview,virtual,0,0670166
participant-adress,1378.787,start preview kinect,virtual,na
participant-adress,1379.529,stop preview,virtual,0,7420654
participant-adress,1379.821,start preview hololens,virtual,na
participant-adress,1380.004,stop preview,virtual,0,1829834
participant-adress,1380.07,start preview virtual,virtual,na
participant-adress,1380.113,stop preview,virtual,0,04309082
