participant-adress,189.6112,start preview hololens,virtual,na
participant-adress,241.4531,stop preview,virtual,51,84189
participant-adress,258.0676,hololens view,na,258,0676
participant-adress,1495.081,reset virtual camera position,na,na
participant-adress,1496.275,virtual view,na,1238,207
participant-adress,1521.812,start preview hololens,virtual,na
participant-adress,1522.992,stop preview,virtual,1,179932
participant-adress,1523.181,start preview hololens,virtual,na
participant-adress,1523.289,stop preview,virtual,0,1079102
participant-adress,1535.852,start preview hololens,virtual,na
participant-adress,1536.207,stop preview,virtual,0,3549805
participant-adress,1552.95,start preview hololens,virtual,na
participant-adress,1554.846,stop preview,virtual,1,895996
participant-adress,1554.983,start preview hololens,virtual,na
participant-adress,1561.443,stop preview,virtual,6,459961
participant-adress,1613.523,start preview hololens,virtual,na
participant-adress,1614.113,stop preview,virtual,0,5900879
participant-adress,1615.28,hololens view,na,119,005
participant-adress,1617.328,start preview virtual,hololens,na
participant-adress,1617.411,stop preview,hololens,0,08300781
participant-adress,1617.474,start preview virtual,hololens,na
participant-adress,1617.652,stop preview,hololens,0,1779785
participant-adress,1618.042,start preview virtual,hololens,na
participant-adress,1618.186,stop preview,hololens,0,144043
participant-adress,1618.293,start preview kinect,hololens,na
participant-adress,1618.775,stop preview,hololens,0,4820557
participant-adress,1619.968,kinect view,na,4,687988
participant-adress,1623.976,start preview hololens,kinect,na
participant-adress,1624.054,stop preview,kinect,0,07800293
participant-adress,1624.054,start preview virtual,kinect,na
participant-adress,1625.297,stop preview,kinect,1,243042
participant-adress,1626.472,virtual view,na,6,504028
participant-adress,1689.922,show camera position,na,na
participant-adress,1692.743,start preview hololens,virtual,na
participant-adress,1692.836,stop preview,virtual,0,09301758
participant-adress,1706.713,start preview hololens,virtual,na
participant-adress,1708.186,stop preview,virtual,1,473022
participant-adress,1708.232,start preview hololens,virtual,na
participant-adress,1709.304,stop preview,virtual,1,071899
participant-adress,1709.304,hololens view,na,82,83191
participant-adress,1719.976,show camera position,na,na
participant-adress,1722.214,start preview virtual,hololens,na
participant-adress,1722.586,stop preview,hololens,0,3720703
participant-adress,1723.786,virtual view,na,14,48206
participant-adress,1774.105,start using stick,virtual,na
participant-adress,1774.606,stop using stick,virtual,0,5009766
participant-adress,1775.454,start using stick,virtual,na
participant-adress,1780.782,stop using stick,virtual,5,328003
participant-adress,1789.34,start using stick,virtual,na
participant-adress,1804.828,stop using stick,virtual,15,48804
participant-adress,1813.999,start using stick,virtual,na
participant-adress,1815.333,stop using stick,virtual,1,333984
participant-adress,1818.333,start using stick,virtual,na
participant-adress,1818.666,stop using stick,virtual,0,3330078
participant-adress,1819.999,start preview hololens,virtual,na
participant-adress,1820.333,stop preview,virtual,0,3339844
participant-adress,1824.666,start using stick,virtual,na
participant-adress,1825.333,stop using stick,virtual,0,6669922
participant-adress,1836.894,start using stick,virtual,na
participant-adress,1844.227,stop using stick,virtual,7,333008
participant-adress,1872.31,start using stick,virtual,na
participant-adress,6.961532,reset virtual camera position,na,na
participant-adress,6.961532,virtual view,na,-1716,824
participant-adress,12.75118,start preview hololens,virtual,na
participant-adress,13.09743,stop preview,virtual,0,3462505
participant-adress,28.58821,start preview hololens,virtual,na
participant-adress,28.67661,stop preview,virtual,0,08840179
participant-adress,29.65027,start preview hololens,virtual,na
participant-adress,29.70366,stop preview,virtual,0,0533886
participant-adress,29.85012,start preview hololens,virtual,na
participant-adress,29.9169,stop preview,virtual,0,06678009
participant-adress,29.97037,start preview kinect,virtual,na
participant-adress,30.41036,stop preview,virtual,0,439991
participant-adress,31.5175,kinect view,na,24,55597
participant-adress,33.29149,start preview hololens,kinect,na
participant-adress,33.33134,stop preview,kinect,0,03985214
participant-adress,33.3448,start preview hololens,kinect,na
participant-adress,34.95853,stop preview,kinect,1,613731
participant-adress,35.62531,start preview hololens,kinect,na
participant-adress,35.99871,stop preview,kinect,0,3734016
participant-adress,35.99871,hololens view,na,4,481211
participant-adress,39.34686,start preview kinect,hololens,na
participant-adress,40.0539,stop preview,hololens,0,7070427
participant-adress,40.12164,start preview virtual,hololens,na
participant-adress,40.29382,stop preview,hololens,0,1721802
participant-adress,40.30832,start preview virtual,hololens,na
participant-adress,40.45387,stop preview,hololens,0,1455498
participant-adress,40.46721,start preview virtual,hololens,na
participant-adress,40.68071,stop preview,hololens,0,213501
participant-adress,41.77408,virtual view,na,5,775368
participant-adress,52.45843,start preview hololens,virtual,na
participant-adress,52.48516,stop preview,virtual,0,02672958
participant-adress,52.49843,start preview kinect,virtual,na
participant-adress,52.51178,stop preview,virtual,0,01335144
participant-adress,52.67204,start preview kinect,virtual,na
participant-adress,54.65018,stop preview,virtual,1,978142
participant-adress,54.69227,start preview hololens,virtual,na
participant-adress,54.75246,stop preview,virtual,0,06019211
participant-adress,54.77915,start preview hololens,virtual,na
participant-adress,55.33986,stop preview,virtual,0,5607109
participant-adress,55.35302,start preview hololens,virtual,na
participant-adress,55.39264,stop preview,virtual,0,03961945
participant-adress,55.49171,start preview kinect,virtual,na
participant-adress,56.35367,stop preview,virtual,0,8619576
participant-adress,70.2383,start using stick,virtual,na
participant-adress,72.03967,stop using stick,virtual,1,801376
participant-adress,72.49323,start using stick,virtual,na
participant-adress,74.62724,stop using stick,virtual,2,13401
participant-adress,74.98722,start using stick,virtual,na
participant-adress,75.76052,stop using stick,virtual,0,7733002
participant-adress,75.96174,start using stick,virtual,na
participant-adress,76.48156,stop using stick,virtual,0,5198212
participant-adress,76.81434,start using stick,virtual,na
participant-adress,77.80147,stop using stick,virtual,0,9871292
participant-adress,78.08203,start using stick,virtual,na
participant-adress,79.12197,stop using stick,virtual,1,03994
participant-adress,82.2299,start using stick,virtual,na
participant-adress,83.31053,stop using stick,virtual,1,080635
participant-adress,84.04485,start using stick,virtual,na
participant-adress,87.79197,stop using stick,virtual,3,747116
participant-adress,87.93849,start using stick,virtual,na
participant-adress,90.39214,stop using stick,virtual,2,453651
participant-adress,100.1963,start using stick,virtual,na
participant-adress,105.2516,stop using stick,virtual,5,055305
participant-adress,116.0282,start using stick,virtual,na
participant-adress,117.6562,stop using stick,virtual,1,627998
participant-adress,117.883,start using stick,virtual,na
participant-adress,118.457,stop using stick,virtual,0,5739975
participant-adress,201.1522,start preview hololens,virtual,na
participant-adress,204.3935,stop preview,virtual,3,241287
participant-adress,205.7276,start preview hololens,virtual,na
participant-adress,206.7146,stop preview,virtual,0,9869995
participant-adress,277.513,start using stick,virtual,na
participant-adress,283.2755,stop using stick,virtual,5,762512
participant-adress,289.9444,start using stick,virtual,na
participant-adress,317.9681,stop using stick,virtual,28,02371
participant-adress,323.3033,start preview hololens,virtual,na
participant-adress,326.1304,stop preview,virtual,2,827087
participant-adress,327.1307,hololens view,na,285,3566
participant-adress,329.3076,start preview virtual,hololens,na
participant-adress,329.3313,stop preview,hololens,0,02371216
participant-adress,329.3478,start preview virtual,hololens,na
participant-adress,331.6924,stop preview,hololens,2,344604
participant-adress,339.7085,start preview virtual,hololens,na
participant-adress,339.8287,stop preview,hololens,0,1202087
participant-adress,339.8559,start preview virtual,hololens,na
participant-adress,340.0284,stop preview,hololens,0,1725159
participant-adress,340.3623,start preview virtual,hololens,na
participant-adress,340.4024,stop preview,hololens,0,0401001
