participant-adress,9.025513,start preview hololens,virtual,na
participant-adress,9.469905,stop preview,virtual,0,4443922
participant-adress,9.469905,start preview kinect,virtual,na
participant-adress,9.507003,stop preview,virtual,0,03709793
participant-adress,9.983383,start preview kinect,virtual,na
participant-adress,12.68387,stop preview,virtual,2,700487
participant-adress,87.23389,start preview kinect,virtual,na
participant-adress,87.28983,stop preview,virtual,0,05594635
participant-adress,88.0244,start preview hololens,virtual,na
participant-adress,88.602,stop preview,virtual,0,5775986
participant-adress,89.69241,hololens view,na,89,69241
participant-adress,96.38965,start preview virtual,hololens,na
participant-adress,97.03066,stop preview,hololens,0,6410141
participant-adress,98.3065,virtual view,na,8,61409
participant-adress,111.9886,start preview hololens,virtual,na
participant-adress,116.2447,stop preview,virtual,4,256096
participant-adress,118.0392,start preview kinect,virtual,na
participant-adress,118.0883,stop preview,virtual,0,04910278
participant-adress,118.966,start preview kinect,virtual,na
participant-adress,121.5362,stop preview,virtual,2,570198
participant-adress,125.2526,start preview kinect,virtual,na
participant-adress,128.1477,stop preview,virtual,2,895103
participant-adress,128.2011,start preview kinect,virtual,na
participant-adress,129.3053,kinect view,na,30,99879
participant-adress,137.199,stop preview,kinect,8,99791
participant-adress,138.9145,start using stick,kinect,na
participant-adress,173.9984,stop using stick,kinect,35,08389
participant-adress,185.5025,start use spherical camera,kinect,na
participant-adress,199.9487,stop use spherical camera,kinect,14,4462
participant-adress,200.0084,stop use spherical camera,kinect,14,50591
participant-adress,207.3395,start use spherical camera,kinect,na
participant-adress,212.0058,stop use spherical camera,kinect,4,666306
participant-adress,212.0687,stop use spherical camera,kinect,4,729202
participant-adress,212.1979,start use spherical camera,kinect,na
participant-adress,212.6908,stop use spherical camera,kinect,0,4928894
participant-adress,212.6908,stop use spherical camera,kinect,0,4928894
participant-adress,214.624,virtual view,na,85,3187
participant-adress,245.993,start preview hololens,virtual,na
participant-adress,246.0506,stop preview,virtual,0,05760193
participant-adress,246.4608,start preview hololens,virtual,na
participant-adress,246.5806,stop preview,virtual,0,1197968
participant-adress,246.6371,start preview kinect,virtual,na
participant-adress,247.0549,stop preview,virtual,0,4178009
participant-adress,248.1134,kinect view,na,33,48941
participant-adress,250.8527,start use spherical camera,kinect,na
participant-adress,260.5891,stop use spherical camera,kinect,9,736404
participant-adress,260.5891,stop use spherical camera,kinect,9,736404
participant-adress,262.5875,virtual view,na,14,47409
participant-adress,268.7077,start using stick,virtual,na
participant-adress,277.9667,stop using stick,virtual,9,259003
participant-adress,279.1865,start preview hololens,virtual,na
participant-adress,279.2633,stop preview,virtual,0,07681274
participant-adress,279.3421,start preview hololens,virtual,na
participant-adress,279.6577,stop preview,virtual,0,3156128
participant-adress,279.6577,start preview kinect,virtual,na
participant-adress,280.1373,stop preview,virtual,0,4795837
participant-adress,281.3792,kinect view,na,18,79172
participant-adress,283.3041,start using stick,kinect,na
participant-adress,310.5721,stop using stick,kinect,27,26801
participant-adress,322.8318,start preview virtual,kinect,na
participant-adress,324.2705,stop preview,kinect,1,438721
participant-adress,325.4891,virtual view,na,44,10989
participant-adress,330.259,show camera position,na,na
participant-adress,427.6873,start preview hololens,virtual,na
participant-adress,430.0701,stop preview,virtual,2,382813
participant-adress,439.173,start preview hololens,virtual,na
participant-adress,441.2339,stop preview,virtual,2,060883
participant-adress,442.1979,start preview hololens,virtual,na
participant-adress,442.5407,stop preview,virtual,0,342804
participant-adress,442.6089,start preview kinect,virtual,na
participant-adress,442.8168,stop preview,virtual,0,2079163
participant-adress,443.0934,start preview hololens,virtual,na
participant-adress,443.3022,stop preview,virtual,0,2087708
participant-adress,443.4408,start preview hololens,virtual,na
participant-adress,443.8532,stop preview,virtual,0,4124146
participant-adress,443.8532,start preview kinect,virtual,na
participant-adress,444.4764,stop preview,virtual,0,6231995
participant-adress,445.6882,kinect view,na,120,1991
participant-adress,454.3134,start using stick,kinect,na
participant-adress,502.7091,stop using stick,kinect,48,39572
participant-adress,508.8713,start use spherical camera,kinect,na
participant-adress,527.5297,stop use spherical camera,kinect,18,65842
participant-adress,527.5297,stop use spherical camera,kinect,18,65842
participant-adress,529.5327,virtual view,na,83,84451
participant-adress,534.9941,start using stick,virtual,na
participant-adress,557.6159,stop using stick,virtual,22,62183
participant-adress,630.0123,start using stick,virtual,na
participant-adress,670.881,stop using stick,virtual,40,86865
participant-adress,672.6182,start preview kinect,virtual,na
participant-adress,673.0681,stop preview,virtual,0,4498901
participant-adress,673.7242,start preview kinect,virtual,na
participant-adress,673.8559,stop preview,virtual,0,1317139
participant-adress,674.2514,kinect view,na,144,7187
participant-adress,676.5662,start using stick,kinect,na
participant-adress,685.5458,stop using stick,kinect,8,979553
participant-adress,769.9329,start preview virtual,kinect,na
participant-adress,770.1341,stop preview,kinect,0,2011719
participant-adress,770.2045,start preview virtual,kinect,na
participant-adress,770.5592,stop preview,kinect,0,3546753
participant-adress,771.7841,virtual view,na,97,53271
participant-adress,789.8576,start preview hololens,virtual,na
participant-adress,789.9225,stop preview,virtual,0,06488037
participant-adress,789.9883,start preview kinect,virtual,na
participant-adress,790.3184,stop preview,virtual,0,3301392
participant-adress,791.4877,kinect view,na,19,70355
participant-adress,802.1213,start use spherical camera,kinect,na
participant-adress,818.0702,stop use spherical camera,kinect,15,94891
participant-adress,818.1534,stop use spherical camera,kinect,16,0321
participant-adress,863.0128,start preview virtual,kinect,na
participant-adress,863.4255,stop preview,kinect,0,4126587
participant-adress,864.6505,virtual view,na,73,16284
participant-adress,1006.791,start preview kinect,virtual,na
participant-adress,1006.863,stop preview,virtual,0,07196045
participant-adress,1007.2,start preview kinect,virtual,na
participant-adress,1007.405,stop preview,virtual,0,2050171
participant-adress,1007.477,start preview kinect,virtual,na
participant-adress,1007.749,stop preview,virtual,0,2720337
participant-adress,1008.965,kinect view,na,144,3145
participant-adress,1026.871,start using stick,kinect,na
participant-adress,1040.471,stop using stick,kinect,13,59998
participant-adress,1072.794,start preview virtual,kinect,na
participant-adress,1073.279,stop preview,kinect,0,4851074
participant-adress,1074.511,virtual view,na,65,54596
participant-adress,1079.042,start preview hololens,virtual,na
participant-adress,1079.113,stop preview,virtual,0,07104492
participant-adress,1079.329,start preview kinect,virtual,na
participant-adress,1079.687,stop preview,virtual,0,3580322
participant-adress,1080.905,kinect view,na,6,394043
participant-adress,1082.596,start preview hololens,kinect,na
participant-adress,1128.062,stop preview,kinect,45,46606
participant-adress,1129.01,start preview hololens,kinect,na
participant-adress,1129.558,stop preview,kinect,0,5479736
participant-adress,1130.688,hololens view,na,49,78296
participant-adress,1152.834,start preview virtual,hololens,na
participant-adress,1152.896,stop preview,hololens,0,06201172
participant-adress,1153.151,start preview virtual,hololens,na
participant-adress,1153.534,stop preview,hololens,0,3830566
participant-adress,1154.755,virtual view,na,24,06702
participant-adress,1186.571,start preview hololens,virtual,na
participant-adress,1278.89,stop preview,virtual,92,31897
participant-adress,1279.597,start preview kinect,virtual,na
participant-adress,1280.015,stop preview,virtual,0,4179688
participant-adress,1281.056,start preview kinect,virtual,na
participant-adress,1281.225,kinect view,na,126,47
participant-adress,1281.637,stop preview,kinect,0,5809326
participant-adress,1353.984,start using stick,kinect,na
participant-adress,1392.932,stop using stick,kinect,38,948
participant-adress,1400.788,start use spherical camera,kinect,na
participant-adress,1421.6,stop use spherical camera,kinect,20,81201
participant-adress,1421.669,stop use spherical camera,kinect,20,88098
participant-adress,1427.308,start use spherical camera,kinect,na
participant-adress,1438.681,stop use spherical camera,kinect,11,37305
participant-adress,1438.754,stop use spherical camera,kinect,11,44604
participant-adress,1440.836,start use spherical camera,kinect,na
participant-adress,1458.582,stop use spherical camera,kinect,17,74597
participant-adress,1458.653,stop use spherical camera,kinect,17,81689
participant-adress,1563.929,start preview hololens,kinect,na
participant-adress,1563.998,stop preview,kinect,0,0690918
participant-adress,1564.794,start using stick,kinect,na
participant-adress,1570.187,stop using stick,kinect,5,393066
participant-adress,1802.139,start preview hololens,kinect,na
participant-adress,1802.32,stop preview,kinect,0,1809082
participant-adress,1802.32,start preview virtual,kinect,na
participant-adress,1802.86,stop preview,kinect,0,5400391
participant-adress,1803.148,start preview kinect,kinect,na
participant-adress,1804.041,virtual view,na,522,816
participant-adress,1816.273,stop preview,virtual,13,125
participant-adress,1843.862,start preview hololens,virtual,na
participant-adress,1844.317,stop preview,virtual,0,4549561
participant-adress,1862.291,start preview kinect,virtual,na
participant-adress,1869.615,stop preview,virtual,7,323975
participant-adress,1870.513,start preview hololens,virtual,na
participant-adress,1872.209,stop preview,virtual,1,696045
participant-adress,1873.891,start preview hololens,virtual,na
participant-adress,1877.92,stop preview,virtual,4,029053
participant-adress,1878.991,hololens view,na,74,94995
participant-adress,1884.035,start preview virtual,hololens,na
participant-adress,1884.964,stop preview,hololens,0,9289551
participant-adress,1886.214,virtual view,na,7,223022
participant-adress,1888.901,start preview kinect,virtual,na
participant-adress,1889.445,stop preview,virtual,0,5439453
participant-adress,1890.59,kinect view,na,4,375977
participant-adress,1898.064,start using stick,kinect,na
participant-adress,1944.064,stop using stick,kinect,46
